task,area of research,notable human research,Human Feasibility,Research Significance,Current AI Replaceability,AI Replaceability in 10 Years,Theoretical Maximum AI Replaceability,Specification Extractability,Parameter Explicitness,Execution Determinism,Tool-chain Maturity,Interpretive Judgement Load,Evaluation / Ground-Truth Availability,Robustness Tractability,Verification Cost,Human Feasibility — Explanation,Research Significance — Explanation,Current AI Replaceability — Explanation,AI Replaceability in 10 Years — Explanation,Theoretical Maximum AI Replaceability — Explanation,Specification Extractability — Explanation,Parameter Explicitness — Explanation,Execution Determinism — Explanation,Tool-chain Maturity — Explanation,Interpretive Judgement Load — Explanation,Evaluation / Ground-Truth Availability — Explanation,Robustness Tractability — Explanation,Verification Cost — Explanation
"Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational)",Multi-Dimensional Analysis,"Biber, D., & Conrad, S. (2009). Register, genre, and style. Cambridge University Press.",8,7,8,9,10,8,7,9,9,4,8,8,3,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (8/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (8/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (9/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (3/10).
Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups),Corpus Phonology / Spoken Corpus,"Tottie, G. (2011). Uh and um as sociolinguistic markers in British English. International Journal of Corpus Linguistics, 16(2), 173–197.",8,7,8,9,10,8,7,9,9,4,8,8,3,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (8/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (8/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (9/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (3/10).
Turn-taking pattern frequency analysis (overlap and latency distributions),Corpus Phonology / Spoken Corpus,"Stivers, T., Enfield, N. J., Brown, P., Englert, C., Hayashi, M., Heinemann, T., … Levinson, S. C. (2009). Universals and cultural variation in turn-taking in conversation. PNAS, 106(26), 10587–10592.",8,7,8,9,10,8,7,9,9,4,8,8,3,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (8/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (8/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (9/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (3/10).
Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon),Sentiment / Stance Corpus,"Pennebaker, J. W., Boyd, R. L., Jordan, K., & Blackburn, K. (2015). The development and psychometric properties of LIWC2015. University of Texas at Austin.",8,7,8,9,10,8,7,9,9,4,8,8,3,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (8/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (8/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (9/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (3/10).
Epistemic stance marker frequency comparison (hedges and boosters across genres),Sentiment / Stance Corpus,"Hyland, K. (1998). Hedging in scientific research articles. John Benjamins.",8,7,8,9,10,8,7,9,9,8,8,8,3,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (8/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (8/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (9/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (8/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (3/10).
Lexical bundle extraction (Biber-style),Phraseology,"Biber, D., Conrad, S., & Cortes, V. (2004). If you look at…: Lexical bundles in university teaching and textbooks. Applied Linguistics, 25(3), 371–405.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
Phraseological frame profiling (p-frames / skipgrams),Phraseology,"Gray, B., & Biber, D. (2013). Lexical frames in academic prose and conversation. International Journal of Corpus Linguistics, 18(1), 109–136.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
Colligation profiling,Grammar–Lexis Interface,"Hoey, M. (2005). Lexical priming: A new theory of words and language. Routledge.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
"Translation universals testing (simplification, explicitation, normalisation)",Corpus-Based Translation Studies,"Baker, M. (1993). Corpus linguistics and translation studies: Implications and applications. In M. Baker, G. Francis, & E. Tognini-Bonelli (Eds.), Text and technology (pp. 233–250). John Benjamins.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
TTR and MTLD comparison across text types,Lexical Richness / Variation,"McCarthy, P. M., & Jarvis, S. (2010). MTLD, vocd-D, and HD-D: A validation study of sophisticated approaches to lexical diversity assessment. Behavior Research Methods, 42(2), 381–392.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
Automatic term extraction (C-value / NC-value),Terminology Extraction,"Frantzi, K., Ananiadou, S., & Mima, H. (2000). Automatic recognition of multi-word terms: The C-value/NC-value method. International Journal on Digital Libraries, 3(2), 115–130.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
MIPVU metaphor identification on corpus data,Corpus-Based Metaphor Studies,"Steen, G. J., Dorst, A. G., Herrmann, J. B., Kaal, A. A., Krennmayr, T., & Pasma, T. (2010). A method for linguistic metaphor identification: From MIP to MIPVU. John Benjamins.",8,7,4,7,8,7,6,8,7,8,5,6,7,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (4/10).,Anticipated advances suggest higher automation of this task in the next decade (7/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (8/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (8/10).,Replication success can usually be checked against reported statistics or distributions (5/10).,Parameters can typically be varied systematically to explore robustness of the findings (6/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (7/10).
LDA topic modelling for corpus exploration,Computational Corpus Exploration,"Brookes, G., & McEnery, T. (2019). The utility of topic modelling for discourse studies: A critical evaluation. Discourse Studies, 21(1), 3–21.",8,7,8,9,10,8,7,9,9,4,8,8,3,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (8/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (8/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (9/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (3/10).
Effect-size-based keyness meta-analysis (Log Ratio / %DIFF),Keyness Meta-Analysis,"Hardie, A. (2014). Log Ratio: An informal introduction [Blog post]. ESRC Centre for Corpus Approaches to Social Science (CASS).",8,7,8,9,10,8,7,9,9,4,8,8,3,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (8/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (8/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (9/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (3/10).
Register-feature co-occurrence network analysis,Register / Genre Analysis,"Brezina, V., McEnery, T., & Wattam, S. (2015). Collocations in context: A new perspective on collocation networks. International Journal of Corpus Linguistics, 20(2), 139–173.",7,7,5,8,9,6,6,8,6,5,7,7,6,This task is feasible for a trained corpus linguist using standard tools (7/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (5/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (6/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (6/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (5/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (6/10).
Collexeme analysis (construction–lexeme attraction),Collostructional Analysis,"Stefanowitsch, A., & Gries, S. Th. (2003). Collostructions: Investigating the interaction of words and constructions. International Journal of Corpus Linguistics, 8(2), 209–243.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
Distinctive collexeme analysis (near-synonymous construction comparison),Collostructional Analysis,"Gries, S. Th., & Stefanowitsch, A. (2004). Extending collostructional analysis: A corpus-based perspective on 'alternations'. International Journal of Corpus Linguistics, 9(1), 97–129.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
Behavioural profile analysis (polysemy clustering via ID tags),Corpus-Based Cognitive Linguistics,"Gries, S. Th., & Divjak, D. (2009). Behavioral profiles: A corpus-based approach to cognitive semantic analysis. In V. Evans & S. Pourcel (Eds.), New directions in cognitive linguistics (pp. 57–75). John Benjamins.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
Idiolectal style marker profiling,Forensic Linguistics,"Grant, T. (2013). TXT 4N6: Method, consistency, and distinctiveness in the analysis of SMS text messages. Journal of Law and Policy, 21(2), 467–494.",8,7,4,7,8,7,6,8,7,8,5,6,7,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (4/10).,Anticipated advances suggest higher automation of this task in the next decade (7/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (8/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (8/10).,Replication success can usually be checked against reported statistics or distributions (5/10).,Parameters can typically be varied systematically to explore robustness of the findings (6/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (7/10).
Speech-act frequency profiling in spoken corpora,Corpus Pragmatics,"Aijmer, K., & Rühlemann, C. (Eds.). (2015). Corpus pragmatics: A handbook. Cambridge University Press.",8,7,8,9,10,8,7,9,9,8,8,8,3,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (8/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (8/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (9/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (8/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (3/10).
Variationist frequency analysis with mixed-effects modelling,Corpus-Based Sociolinguistics,"Tagliamonte, S. A., & Baayen, R. H. (2012). Models, forests, and trees of York English: Was/were variation as a case study for statistical practice. Language Variation and Change, 24(2), 135–178.",7,7,7,9,10,6,7,9,6,5,8,8,6,This task is feasible for a trained corpus linguist using standard tools (7/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (7/10).,Anticipated advances suggest higher automation of this task in the next decade (9/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (10/10).",The procedural details for this task can mostly be extracted from typical methods sections (6/10).,Most key parameters for this task tend to be explicitly reported in the literature (7/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (9/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (6/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (5/10).,Replication success can usually be checked against reported statistics or distributions (8/10).,Parameters can typically be varied systematically to explore robustness of the findings (8/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (6/10).
Spelling-variant normalisation pipeline (VARD),Historical Corpus Linguistics,"Baron, A., & Rayson, P. (2008). VARD2: A tool for dealing with spelling variation in historical corpora. In Proceedings of the Postgraduate Conference in Corpus Linguistics. Aston University.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
Forced-alignment-based duration analysis (Montreal Forced Aligner),Corpus Phonetics,"McAuliffe, M., Socolof, M., Mihuc, S., Wagner, M., & Sonderegger, M. (2017). Montreal Forced Aligner: Trainable text-speech alignment using Kaldi. In Proceedings of Interspeech 2017 (pp. 498–502).",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
MLU and morpheme-emergence profiling on CHILDES data,Child Language Corpora,"MacWhinney, B. (2000). The CHILDES project: Tools for analyzing talk (3rd ed.). Lawrence Erlbaum Associates.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
CEFR-aligned lexical profiling (EVP / TAALES),Language Testing / Assessment,"Kyle, K., Crossley, S., & Berger, C. (2018). The tool for the automatic analysis of lexical sophistication (TAALES): Version 2.0. Behavior Research Methods, 50(3), 1030–1046.",8,7,6,8,9,7,6,8,7,4,7,7,4,This task is feasible for a trained corpus linguist using standard tools (8/10).,This task represents a moderately important method within corpus linguistics research (7/10).,Current NLP pipelines can automate large parts of this procedure with some supervision (6/10).,Anticipated advances suggest higher automation of this task in the next decade (8/10).,"Given its algorithmic nature, this task could in principle be almost fully automated (9/10).",The procedural details for this task can mostly be extracted from typical methods sections (7/10).,Most key parameters for this task tend to be explicitly reported in the literature (6/10).,"Given fixed corpora and parameters, this task yields highly repeatable quantitative outputs (8/10).",Existing corpus and NLP tools can implement this task with reasonable end-to-end coverage (7/10).,Only a limited amount of qualitative interpretation is needed beyond running standard procedures (4/10).,Replication success can usually be checked against reported statistics or distributions (7/10).,Parameters can typically be varied systematically to explore robustness of the findings (7/10).,Auditing the AI’s output for this task would take substantially less time than a full manual replication (4/10).
