task,area of research,notable human research,Human Feasibility,Research Significance,Current AI Replaceability,AI Replaceability in 10 Years,Theoretical Maximum AI Replaceability,Specification Extractability,Parameter Explicitness,Execution Determinism,Tool-chain Maturity,Interpretive Judgement Load,Evaluation / Ground-Truth Availability,Robustness Tractability,Verification Cost,Human Feasibility — Explanation,Research Significance — Explanation,Current AI Replaceability — Explanation,AI Replaceability in 10 Years — Explanation,Theoretical Maximum AI Replaceability — Explanation,Specification Extractability — Explanation,Parameter Explicitness — Explanation,Execution Determinism — Explanation,Tool-chain Maturity — Explanation,Interpretive Judgement Load — Explanation,Evaluation / Ground-Truth Availability — Explanation,Robustness Tractability — Explanation,Verification Cost — Explanation
"Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational)",Multi-Dimensional Analysis,"Biber, D., & Conrad, S. (2009). Register, genre, and style. Cambridge University Press.",7,9,7,9,10,7,7,8,8,6,7,8,5,"A trained corpus linguist can perform Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational), but the workload and annotation burden justify a feasibility score of 7.","Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 9.","Today's AI can automate much of Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) has an upper-bound AI replaceability score of 10.","Published descriptions of Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) can be converted into executable steps to the extent reflected by a score of 7.","The literature for Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) end-to-end with tool-chain maturity scored at 8.","Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 6.","Replication of Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.","Parameters in Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) can be varied systematically for sensitivity analysis with robustness tractability scored at 8.","Auditing AI output for Register comparison via MD dimension scores (e.g., Dimension 1: Involved vs. Informational) would require human effort at the level represented by a verification-cost score of 5."
Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups),Corpus Phonology / Spoken Corpus,"Tottie, G. (2011). Uh and um as sociolinguistic markers in British English. International Journal of Corpus Linguistics, 16(2), 173–197.",8,7,8,9,10,9,8,9,8,3,8,9,3,"A trained corpus linguist can perform Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups), but the workload and annotation burden justify a feasibility score of 8.","Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 7.","Today's AI can automate much of Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) when corpora and parameters are provided, yielding a current replaceability score of 8.","Expected gains in language modelling, parsing, and corpus tooling should make Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) has an upper-bound AI replaceability score of 10.",Published descriptions of Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) can be converted into executable steps to the extent reflected by a score of 9.,"The literature for Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 8.","Given fixed inputs and settings, Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) produces repeatable outputs to the degree indicated by a determinism score of 9.","Existing corpus, NLP, or statistical software can support Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) end-to-end with tool-chain maturity scored at 8.",Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 3.,"Replication of Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 8.",Parameters in Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) can be varied systematically for sensitivity analysis with robustness tractability scored at 9.,Auditing AI output for Filled pause frequency profiling (uh/um tokens per 1000 words across speaker groups) would require human effort at the level represented by a verification-cost score of 3.
Turn-taking pattern frequency analysis (overlap and latency distributions),Corpus Phonology / Spoken Corpus,"Stivers, T., Enfield, N. J., Brown, P., Englert, C., Hayashi, M., Heinemann, T., … Levinson, S. C. (2009). Universals and cultural variation in turn-taking in conversation. PNAS, 106(26), 10587–10592.",5,8,5,8,10,5,5,5,6,7,5,7,7,"A trained corpus linguist can perform Turn-taking pattern frequency analysis (overlap and latency distributions), but the workload and annotation burden justify a feasibility score of 5.","Turn-taking pattern frequency analysis (overlap and latency distributions) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Turn-taking pattern frequency analysis (overlap and latency distributions) when corpora and parameters are provided, yielding a current replaceability score of 5.","Expected gains in language modelling, parsing, and corpus tooling should make Turn-taking pattern frequency analysis (overlap and latency distributions) more automatable, so the ten-year score is 8.","With ideal corpora, metadata, and validation signals, Turn-taking pattern frequency analysis (overlap and latency distributions) has an upper-bound AI replaceability score of 10.",Published descriptions of Turn-taking pattern frequency analysis (overlap and latency distributions) can be converted into executable steps to the extent reflected by a score of 5.,"The literature for Turn-taking pattern frequency analysis (overlap and latency distributions) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 5.","Given fixed inputs and settings, Turn-taking pattern frequency analysis (overlap and latency distributions) produces repeatable outputs to the degree indicated by a determinism score of 5.","Existing corpus, NLP, or statistical software can support Turn-taking pattern frequency analysis (overlap and latency distributions) end-to-end with tool-chain maturity scored at 6.",Turn-taking pattern frequency analysis (overlap and latency distributions) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 7.,"Replication of Turn-taking pattern frequency analysis (overlap and latency distributions) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 5.",Parameters in Turn-taking pattern frequency analysis (overlap and latency distributions) can be varied systematically for sensitivity analysis with robustness tractability scored at 7.,Auditing AI output for Turn-taking pattern frequency analysis (overlap and latency distributions) would require human effort at the level represented by a verification-cost score of 7.
Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon),Sentiment / Stance Corpus,"Pennebaker, J. W., Boyd, R. L., Jordan, K., & Blackburn, K. (2015). The development and psychometric properties of LIWC2015. University of Texas at Austin.",8,7,9,10,10,9,9,10,9,3,8,9,2,"A trained corpus linguist can perform Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon), but the workload and annotation burden justify a feasibility score of 8.","Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 7.","Today's AI can automate much of Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) when corpora and parameters are provided, yielding a current replaceability score of 9.","Expected gains in language modelling, parsing, and corpus tooling should make Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) more automatable, so the ten-year score is 10.","With ideal corpora, metadata, and validation signals, Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) has an upper-bound AI replaceability score of 10.",Published descriptions of Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) can be converted into executable steps to the extent reflected by a score of 9.,"The literature for Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 9.","Given fixed inputs and settings, Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) produces repeatable outputs to the degree indicated by a determinism score of 10.","Existing corpus, NLP, or statistical software can support Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) end-to-end with tool-chain maturity scored at 9.",Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 3.,"Replication of Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 8.",Parameters in Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) can be varied systematically for sensitivity analysis with robustness tractability scored at 9.,Auditing AI output for Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon) would require human effort at the level represented by a verification-cost score of 2.
Epistemic stance marker frequency comparison (hedges and boosters across genres),Sentiment / Stance Corpus,"Hyland, K. (1998). Hedging in scientific research articles. John Benjamins.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform Epistemic stance marker frequency comparison (hedges and boosters across genres), but the workload and annotation burden justify a feasibility score of 7.","Epistemic stance marker frequency comparison (hedges and boosters across genres) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Epistemic stance marker frequency comparison (hedges and boosters across genres) when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make Epistemic stance marker frequency comparison (hedges and boosters across genres) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Epistemic stance marker frequency comparison (hedges and boosters across genres) has an upper-bound AI replaceability score of 10.",Published descriptions of Epistemic stance marker frequency comparison (hedges and boosters across genres) can be converted into executable steps to the extent reflected by a score of 7.,"The literature for Epistemic stance marker frequency comparison (hedges and boosters across genres) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Epistemic stance marker frequency comparison (hedges and boosters across genres) produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support Epistemic stance marker frequency comparison (hedges and boosters across genres) end-to-end with tool-chain maturity scored at 8.",Epistemic stance marker frequency comparison (hedges and boosters across genres) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of Epistemic stance marker frequency comparison (hedges and boosters across genres) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in Epistemic stance marker frequency comparison (hedges and boosters across genres) can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for Epistemic stance marker frequency comparison (hedges and boosters across genres) would require human effort at the level represented by a verification-cost score of 4.
Lexical bundle extraction (Biber-style),Phraseology,"Biber, D., Conrad, S., & Cortes, V. (2004). If you look at…: Lexical bundles in university teaching and textbooks. Applied Linguistics, 25(3), 371–405.",8,8,9,10,10,9,8,10,9,2,9,10,2,"A trained corpus linguist can perform Lexical bundle extraction (Biber-style), but the workload and annotation burden justify a feasibility score of 8.","Lexical bundle extraction (Biber-style) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Lexical bundle extraction (Biber-style) when corpora and parameters are provided, yielding a current replaceability score of 9.","Expected gains in language modelling, parsing, and corpus tooling should make Lexical bundle extraction (Biber-style) more automatable, so the ten-year score is 10.","With ideal corpora, metadata, and validation signals, Lexical bundle extraction (Biber-style) has an upper-bound AI replaceability score of 10.",Published descriptions of Lexical bundle extraction (Biber-style) can be converted into executable steps to the extent reflected by a score of 9.,"The literature for Lexical bundle extraction (Biber-style) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 8.","Given fixed inputs and settings, Lexical bundle extraction (Biber-style) produces repeatable outputs to the degree indicated by a determinism score of 10.","Existing corpus, NLP, or statistical software can support Lexical bundle extraction (Biber-style) end-to-end with tool-chain maturity scored at 9.",Lexical bundle extraction (Biber-style) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 2.,"Replication of Lexical bundle extraction (Biber-style) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 9.",Parameters in Lexical bundle extraction (Biber-style) can be varied systematically for sensitivity analysis with robustness tractability scored at 10.,Auditing AI output for Lexical bundle extraction (Biber-style) would require human effort at the level represented by a verification-cost score of 2.
Phraseological frame profiling (p-frames / skipgrams),Phraseology,"Gray, B., & Biber, D. (2013). Lexical frames in academic prose and conversation. International Journal of Corpus Linguistics, 18(1), 109–136.",7,8,8,9,10,8,7,9,8,3,8,9,3,"A trained corpus linguist can perform Phraseological frame profiling (p-frames / skipgrams), but the workload and annotation burden justify a feasibility score of 7.","Phraseological frame profiling (p-frames / skipgrams) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Phraseological frame profiling (p-frames / skipgrams) when corpora and parameters are provided, yielding a current replaceability score of 8.","Expected gains in language modelling, parsing, and corpus tooling should make Phraseological frame profiling (p-frames / skipgrams) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Phraseological frame profiling (p-frames / skipgrams) has an upper-bound AI replaceability score of 10.",Published descriptions of Phraseological frame profiling (p-frames / skipgrams) can be converted into executable steps to the extent reflected by a score of 8.,"The literature for Phraseological frame profiling (p-frames / skipgrams) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Phraseological frame profiling (p-frames / skipgrams) produces repeatable outputs to the degree indicated by a determinism score of 9.","Existing corpus, NLP, or statistical software can support Phraseological frame profiling (p-frames / skipgrams) end-to-end with tool-chain maturity scored at 8.",Phraseological frame profiling (p-frames / skipgrams) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 3.,"Replication of Phraseological frame profiling (p-frames / skipgrams) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 8.",Parameters in Phraseological frame profiling (p-frames / skipgrams) can be varied systematically for sensitivity analysis with robustness tractability scored at 9.,Auditing AI output for Phraseological frame profiling (p-frames / skipgrams) would require human effort at the level represented by a verification-cost score of 3.
Colligation profiling,Grammar–Lexis Interface,"Hoey, M. (2005). Lexical priming: A new theory of words and language. Routledge.",6,8,6,8,9,5,5,6,6,7,5,6,7,"A trained corpus linguist can perform Colligation profiling, but the workload and annotation burden justify a feasibility score of 6.","Colligation profiling addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Colligation profiling when corpora and parameters are provided, yielding a current replaceability score of 6.","Expected gains in language modelling, parsing, and corpus tooling should make Colligation profiling more automatable, so the ten-year score is 8.","With ideal corpora, metadata, and validation signals, Colligation profiling has an upper-bound AI replaceability score of 9.",Published descriptions of Colligation profiling can be converted into executable steps to the extent reflected by a score of 5.,"The literature for Colligation profiling reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 5.","Given fixed inputs and settings, Colligation profiling produces repeatable outputs to the degree indicated by a determinism score of 6.","Existing corpus, NLP, or statistical software can support Colligation profiling end-to-end with tool-chain maturity scored at 6.",Colligation profiling requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 7.,"Replication of Colligation profiling can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 5.",Parameters in Colligation profiling can be varied systematically for sensitivity analysis with robustness tractability scored at 6.,Auditing AI output for Colligation profiling would require human effort at the level represented by a verification-cost score of 7.
"Translation universals testing (simplification, explicitation, normalisation)",Corpus-Based Translation Studies,"Baker, M. (1993). Corpus linguistics and translation studies: Implications and applications. In M. Baker, G. Francis, & E. Tognini-Bonelli (Eds.), Text and technology (pp. 233–250). John Benjamins.",5,9,5,7,9,5,5,5,6,8,5,6,7,"A trained corpus linguist can perform Translation universals testing (simplification, explicitation, normalisation), but the workload and annotation burden justify a feasibility score of 5.","Translation universals testing (simplification, explicitation, normalisation) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 9.","Today's AI can automate much of Translation universals testing (simplification, explicitation, normalisation) when corpora and parameters are provided, yielding a current replaceability score of 5.","Expected gains in language modelling, parsing, and corpus tooling should make Translation universals testing (simplification, explicitation, normalisation) more automatable, so the ten-year score is 7.","With ideal corpora, metadata, and validation signals, Translation universals testing (simplification, explicitation, normalisation) has an upper-bound AI replaceability score of 9.","Published descriptions of Translation universals testing (simplification, explicitation, normalisation) can be converted into executable steps to the extent reflected by a score of 5.","The literature for Translation universals testing (simplification, explicitation, normalisation) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 5.","Given fixed inputs and settings, Translation universals testing (simplification, explicitation, normalisation) produces repeatable outputs to the degree indicated by a determinism score of 5.","Existing corpus, NLP, or statistical software can support Translation universals testing (simplification, explicitation, normalisation) end-to-end with tool-chain maturity scored at 6.","Translation universals testing (simplification, explicitation, normalisation) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 8.","Replication of Translation universals testing (simplification, explicitation, normalisation) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 5.","Parameters in Translation universals testing (simplification, explicitation, normalisation) can be varied systematically for sensitivity analysis with robustness tractability scored at 6.","Auditing AI output for Translation universals testing (simplification, explicitation, normalisation) would require human effort at the level represented by a verification-cost score of 7."
TTR and MTLD comparison across text types,Lexical Richness / Variation,"McCarthy, P. M., & Jarvis, S. (2010). MTLD, vocd-D, and HD-D: A validation study of sophisticated approaches to lexical diversity assessment. Behavior Research Methods, 42(2), 381–392.",8,7,9,10,10,9,9,10,10,2,9,10,2,"A trained corpus linguist can perform TTR and MTLD comparison across text types, but the workload and annotation burden justify a feasibility score of 8.","TTR and MTLD comparison across text types addresses a recognized corpus-linguistic research operation, giving it a research significance score of 7.","Today's AI can automate much of TTR and MTLD comparison across text types when corpora and parameters are provided, yielding a current replaceability score of 9.","Expected gains in language modelling, parsing, and corpus tooling should make TTR and MTLD comparison across text types more automatable, so the ten-year score is 10.","With ideal corpora, metadata, and validation signals, TTR and MTLD comparison across text types has an upper-bound AI replaceability score of 10.",Published descriptions of TTR and MTLD comparison across text types can be converted into executable steps to the extent reflected by a score of 9.,"The literature for TTR and MTLD comparison across text types reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 9.","Given fixed inputs and settings, TTR and MTLD comparison across text types produces repeatable outputs to the degree indicated by a determinism score of 10.","Existing corpus, NLP, or statistical software can support TTR and MTLD comparison across text types end-to-end with tool-chain maturity scored at 10.",TTR and MTLD comparison across text types requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 2.,"Replication of TTR and MTLD comparison across text types can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 9.",Parameters in TTR and MTLD comparison across text types can be varied systematically for sensitivity analysis with robustness tractability scored at 10.,Auditing AI output for TTR and MTLD comparison across text types would require human effort at the level represented by a verification-cost score of 2.
Automatic term extraction (C-value / NC-value),Terminology Extraction,"Frantzi, K., Ananiadou, S., & Mima, H. (2000). Automatic recognition of multi-word terms: The C-value/NC-value method. International Journal on Digital Libraries, 3(2), 115–130.",8,8,8,9,10,8,7,9,8,4,7,9,4,"A trained corpus linguist can perform Automatic term extraction (C-value / NC-value), but the workload and annotation burden justify a feasibility score of 8.","Automatic term extraction (C-value / NC-value) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Automatic term extraction (C-value / NC-value) when corpora and parameters are provided, yielding a current replaceability score of 8.","Expected gains in language modelling, parsing, and corpus tooling should make Automatic term extraction (C-value / NC-value) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Automatic term extraction (C-value / NC-value) has an upper-bound AI replaceability score of 10.",Published descriptions of Automatic term extraction (C-value / NC-value) can be converted into executable steps to the extent reflected by a score of 8.,"The literature for Automatic term extraction (C-value / NC-value) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Automatic term extraction (C-value / NC-value) produces repeatable outputs to the degree indicated by a determinism score of 9.","Existing corpus, NLP, or statistical software can support Automatic term extraction (C-value / NC-value) end-to-end with tool-chain maturity scored at 8.",Automatic term extraction (C-value / NC-value) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 4.,"Replication of Automatic term extraction (C-value / NC-value) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in Automatic term extraction (C-value / NC-value) can be varied systematically for sensitivity analysis with robustness tractability scored at 9.,Auditing AI output for Automatic term extraction (C-value / NC-value) would require human effort at the level represented by a verification-cost score of 4.
MIPVU metaphor identification on corpus data,Corpus-Based Metaphor Studies,"Steen, G. J., Dorst, A. G., Herrmann, J. B., Kaal, A. A., Krennmayr, T., & Pasma, T. (2010). A method for linguistic metaphor identification: From MIP to MIPVU. John Benjamins.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform MIPVU metaphor identification on corpus data, but the workload and annotation burden justify a feasibility score of 7.","MIPVU metaphor identification on corpus data addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of MIPVU metaphor identification on corpus data when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make MIPVU metaphor identification on corpus data more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, MIPVU metaphor identification on corpus data has an upper-bound AI replaceability score of 10.",Published descriptions of MIPVU metaphor identification on corpus data can be converted into executable steps to the extent reflected by a score of 7.,"The literature for MIPVU metaphor identification on corpus data reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, MIPVU metaphor identification on corpus data produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support MIPVU metaphor identification on corpus data end-to-end with tool-chain maturity scored at 8.",MIPVU metaphor identification on corpus data requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of MIPVU metaphor identification on corpus data can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in MIPVU metaphor identification on corpus data can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for MIPVU metaphor identification on corpus data would require human effort at the level represented by a verification-cost score of 4.
LDA topic modelling for corpus exploration,Computational Corpus Exploration,"Brookes, G., & McEnery, T. (2019). The utility of topic modelling for discourse studies: A critical evaluation. Discourse Studies, 21(1), 3–21.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform LDA topic modelling for corpus exploration, but the workload and annotation burden justify a feasibility score of 7.","LDA topic modelling for corpus exploration addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of LDA topic modelling for corpus exploration when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make LDA topic modelling for corpus exploration more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, LDA topic modelling for corpus exploration has an upper-bound AI replaceability score of 10.",Published descriptions of LDA topic modelling for corpus exploration can be converted into executable steps to the extent reflected by a score of 7.,"The literature for LDA topic modelling for corpus exploration reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, LDA topic modelling for corpus exploration produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support LDA topic modelling for corpus exploration end-to-end with tool-chain maturity scored at 8.",LDA topic modelling for corpus exploration requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of LDA topic modelling for corpus exploration can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in LDA topic modelling for corpus exploration can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for LDA topic modelling for corpus exploration would require human effort at the level represented by a verification-cost score of 4.
Effect-size-based keyness meta-analysis (Log Ratio / %DIFF),Keyness Meta-Analysis,"Hardie, A. (2014). Log Ratio: An informal introduction [Blog post]. ESRC Centre for Corpus Approaches to Social Science (CASS).",8,8,8,9,10,8,8,9,8,3,8,9,3,"A trained corpus linguist can perform Effect-size-based keyness meta-analysis (Log Ratio / %DIFF), but the workload and annotation burden justify a feasibility score of 8.","Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) when corpora and parameters are provided, yielding a current replaceability score of 8.","Expected gains in language modelling, parsing, and corpus tooling should make Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) has an upper-bound AI replaceability score of 10.",Published descriptions of Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) can be converted into executable steps to the extent reflected by a score of 8.,"The literature for Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 8.","Given fixed inputs and settings, Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) produces repeatable outputs to the degree indicated by a determinism score of 9.","Existing corpus, NLP, or statistical software can support Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) end-to-end with tool-chain maturity scored at 8.",Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 3.,"Replication of Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 8.",Parameters in Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) can be varied systematically for sensitivity analysis with robustness tractability scored at 9.,Auditing AI output for Effect-size-based keyness meta-analysis (Log Ratio / %DIFF) would require human effort at the level represented by a verification-cost score of 3.
Register-feature co-occurrence network analysis,Register / Genre Analysis,"Brezina, V., McEnery, T., & Wattam, S. (2015). Collocations in context: A new perspective on collocation networks. International Journal of Corpus Linguistics, 20(2), 139–173.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform Register-feature co-occurrence network analysis, but the workload and annotation burden justify a feasibility score of 7.","Register-feature co-occurrence network analysis addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Register-feature co-occurrence network analysis when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make Register-feature co-occurrence network analysis more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Register-feature co-occurrence network analysis has an upper-bound AI replaceability score of 10.",Published descriptions of Register-feature co-occurrence network analysis can be converted into executable steps to the extent reflected by a score of 7.,"The literature for Register-feature co-occurrence network analysis reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Register-feature co-occurrence network analysis produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support Register-feature co-occurrence network analysis end-to-end with tool-chain maturity scored at 8.",Register-feature co-occurrence network analysis requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of Register-feature co-occurrence network analysis can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in Register-feature co-occurrence network analysis can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for Register-feature co-occurrence network analysis would require human effort at the level represented by a verification-cost score of 4.
