task,area of research,notable human research,Human Feasibility,Research Significance,Current AI Replaceability,AI Replaceability in 10 Years,Theoretical Maximum AI Replaceability,Specification Extractability,Parameter Explicitness,Execution Determinism,Tool-chain Maturity,Interpretive Judgement Load,Evaluation / Ground-Truth Availability,Robustness Tractability,Verification Cost,Human Feasibility — Explanation,Research Significance — Explanation,Current AI Replaceability — Explanation,AI Replaceability in 10 Years — Explanation,Theoretical Maximum AI Replaceability — Explanation,Specification Extractability — Explanation,Parameter Explicitness — Explanation,Execution Determinism — Explanation,Tool-chain Maturity — Explanation,Interpretive Judgement Load — Explanation,Evaluation / Ground-Truth Availability — Explanation,Robustness Tractability — Explanation,Verification Cost — Explanation
Turn-taking pattern frequency analysis (overlap and latency distributions),Corpus Phonology / Spoken Corpus,"Stivers, T., Enfield, N. J., Brown, P., Englert, C., Hayashi, M., Heinemann, T., … Levinson, S. C. (2009). Universals and cultural variation in turn-taking in conversation. PNAS, 106(26), 10587–10592.",5,7,5,7,8,5,5,5,6,6,6,7,6,"This task is feasible for a trained human, but it requires moderate technical setup and checking.","This task is useful to the research programme, but it is usually one component rather than the whole contribution.","Current AI can assist substantially with turn-taking pattern frequency analysis (overlap and latency distributions), but human supervision is still important.","Within 10 years, AI should handle larger parts of turn-taking pattern frequency analysis (overlap and latency distributions), though humans will still guide important decisions.","In principle, turn-taking pattern frequency analysis (overlap and latency distributions) appears almost fully automatable if practical constraints are removed.","For turn-taking pattern frequency analysis (overlap and latency distributions), specification extraction is strong  published prose often leaves key analytic choices implicit or underspecified","For turn-taking pattern frequency analysis (overlap and latency distributions), parameter explicitness is strong  the literature often omits important parameter settings or preprocessing details","For turn-taking pattern frequency analysis (overlap and latency distributions), execution is only partly deterministic  outputs vary with modelling choices or preprocessing decisions","For turn-taking pattern frequency analysis (overlap and latency distributions), tool-chain maturity is high  core steps are supported, but end-to-end replication still needs custom setup","For turn-taking pattern frequency analysis (overlap and latency distributions), interpretive judgement load is moderate  some expert linguistic judgement remains necessary alongside formal metrics","For turn-taking pattern frequency analysis (overlap and latency distributions), evaluation availability is strong  some outputs can be benchmarked, though interpretation still affects the target result","For turn-taking pattern frequency analysis (overlap and latency distributions), robustness tractability is high  some sensitivity analysis is feasible, though not across every consequential choice","For turn-taking pattern frequency analysis (overlap and latency distributions), verification cost is moderate  verification is moderate and needs spot-checking plus methodological review"
Dictionary-based sentiment frequency analysis (LIWC or similar fixed lexicon),Sentiment / Stance Corpus,"Pennebaker, J. W., Boyd, R. L., Jordan, K., & Blackburn, K. (2015). The development and psychometric properties of LIWC2015. University of Texas at Austin.",7,7,8,9,10,8,7,9,10,4,7,8,4,"This task is feasible for a trained human, but it requires moderate technical setup and checking.","This task is useful to the research programme, but it is usually one component rather than the whole contribution.",Current AI can automate most of dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon) once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon) except occasional oversight.","In principle, dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon) appears almost fully automatable if practical constraints are removed.","For dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon), specification extraction is strong  the task description is usually procedural enough to convert into structured steps","For dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon), parameter explicitness is strong  many needed parameters are reported, but some implementation details are usually missing","For dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon), execution is highly deterministic  it relies on clearly specified counts, thresholds, or rule-based computations","For dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon), tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon), interpretive judgement load is low  most decisions can be operationalised with limited qualitative judgement","For dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon), evaluation availability is strong  some outputs can be benchmarked, though interpretation still affects the target result","For dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon), robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For dictionary-based sentiment frequency analysis (liwc or similar fixed lexicon), verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
Epistemic stance marker frequency comparison (hedges and boosters across genres),Sentiment / Stance Corpus,"Hyland, K. (1998). Hedging in scientific research articles. John Benjamins.",7,8,8,9,10,8,7,8,9,4,7,8,4,"This task is feasible for a trained human, but it requires moderate technical setup and checking.",This task is central to its research area because it directly operationalises a common analytic question.,Current AI can automate most of epistemic stance marker frequency comparison (hedges and boosters across genres) once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of epistemic stance marker frequency comparison (hedges and boosters across genres) except occasional oversight.","In principle, epistemic stance marker frequency comparison (hedges and boosters across genres) appears almost fully automatable if practical constraints are removed.","For epistemic stance marker frequency comparison (hedges and boosters across genres), specification extraction is strong  the task description is usually procedural enough to convert into structured steps","For epistemic stance marker frequency comparison (hedges and boosters across genres), parameter explicitness is strong  many needed parameters are reported, but some implementation details are usually missing","For epistemic stance marker frequency comparison (hedges and boosters across genres), execution is highly deterministic  it relies on clearly specified counts, thresholds, or rule-based computations","For epistemic stance marker frequency comparison (hedges and boosters across genres), tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For epistemic stance marker frequency comparison (hedges and boosters across genres), interpretive judgement load is low  most decisions can be operationalised with limited qualitative judgement","For epistemic stance marker frequency comparison (hedges and boosters across genres), evaluation availability is strong  some outputs can be benchmarked, though interpretation still affects the target result","For epistemic stance marker frequency comparison (hedges and boosters across genres), robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For epistemic stance marker frequency comparison (hedges and boosters across genres), verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
Lexical bundle extraction (Biber-style),Phraseology,"Biber, D., Conrad, S., & Cortes, V. (2004). If you look at…: Lexical bundles in university teaching and textbooks. Applied Linguistics, 25(3), 371–405.",7,7,8,9,10,8,8,8,8,4,8,8,4,"This task is feasible for a trained human, but it requires moderate technical setup and checking.","This task is useful to the research programme, but it is usually one component rather than the whole contribution.",Current AI can automate most of lexical bundle extraction (biber-style) once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of lexical bundle extraction (biber-style) except occasional oversight.","In principle, lexical bundle extraction (biber-style) appears almost fully automatable if practical constraints are removed.","For lexical bundle extraction (biber-style), specification extraction is strong  the task description is usually procedural enough to convert into structured steps","For lexical bundle extraction (biber-style), parameter explicitness is strong  the necessary thresholds, spans, tags, or comparison sets are typically reported","For lexical bundle extraction (biber-style), execution is highly deterministic  it relies on clearly specified counts, thresholds, or rule-based computations","For lexical bundle extraction (biber-style), tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For lexical bundle extraction (biber-style), interpretive judgement load is low  most decisions can be operationalised with limited qualitative judgement","For lexical bundle extraction (biber-style), evaluation availability is strong  outputs can be directly checked against published counts, rankings, or derived statistics","For lexical bundle extraction (biber-style), robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For lexical bundle extraction (biber-style), verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
Phraseological frame profiling (p-frames / skipgrams),Phraseology,"Gray, B., & Biber, D. (2013). Lexical frames in academic prose and conversation. International Journal of Corpus Linguistics, 18(1), 109–136.",7,7,8,9,10,8,8,8,8,4,8,8,4,"This task is feasible for a trained human, but it requires moderate technical setup and checking.","This task is useful to the research programme, but it is usually one component rather than the whole contribution.",Current AI can automate most of phraseological frame profiling (p-frames / skipgrams) once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of phraseological frame profiling (p-frames / skipgrams) except occasional oversight.","In principle, phraseological frame profiling (p-frames / skipgrams) appears almost fully automatable if practical constraints are removed.","For phraseological frame profiling (p-frames / skipgrams), specification extraction is strong  the task description is usually procedural enough to convert into structured steps","For phraseological frame profiling (p-frames / skipgrams), parameter explicitness is strong  the necessary thresholds, spans, tags, or comparison sets are typically reported","For phraseological frame profiling (p-frames / skipgrams), execution is highly deterministic  it relies on clearly specified counts, thresholds, or rule-based computations","For phraseological frame profiling (p-frames / skipgrams), tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For phraseological frame profiling (p-frames / skipgrams), interpretive judgement load is low  most decisions can be operationalised with limited qualitative judgement","For phraseological frame profiling (p-frames / skipgrams), evaluation availability is strong  outputs can be directly checked against published counts, rankings, or derived statistics","For phraseological frame profiling (p-frames / skipgrams), robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For phraseological frame profiling (p-frames / skipgrams), verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
Colligation profiling,Grammar–Lexis Interface,"Hoey, M. (2005). Lexical priming: A new theory of words and language. Routledge.",6,7,4,6,8,5,5,6,6,7,5,6,7,"This task is feasible for a trained human, but it requires moderate technical setup and checking.","This task is useful to the research programme, but it is usually one component rather than the whole contribution.",Current AI cannot reliably replace a human for colligation profiling because interpretation and task framing dominate execution.,"Within 10 years, AI should handle larger parts of colligation profiling, though humans will still guide important decisions.","In principle, colligation profiling appears almost fully automatable if practical constraints are removed.","For colligation profiling, specification extraction is strong  published prose often leaves key analytic choices implicit or underspecified","For colligation profiling, parameter explicitness is strong  the literature often omits important parameter settings or preprocessing details","For colligation profiling, execution is only partly deterministic  it mixes structured computation with analyst-set modelling decisions","For colligation profiling, tool-chain maturity is high  core steps are supported, but end-to-end replication still needs custom setup","For colligation profiling, interpretive judgement load is moderate  some expert linguistic judgement remains necessary alongside formal metrics","For colligation profiling, evaluation availability is strong  success is hard to benchmark objectively against a single published ground truth","For colligation profiling, robustness tractability is high  some sensitivity analysis is feasible, though not across every consequential choice","For colligation profiling, verification cost is high  auditing the output requires substantial expert review of data, parameters, and interpretation"
"Translation universals testing (simplification, explicitation, normalisation)",Corpus-Based Translation Studies,"Baker, M. (1993). Corpus linguistics and translation studies: Implications and applications. In M. Baker, G. Francis, & E. Tognini-Bonelli (Eds.), Text and technology (pp. 233–250). John Benjamins.",6,8,5,7,8,6,6,7,6,7,5,6,6,"This task is feasible for a trained human, but it requires moderate technical setup and checking.",This task is central to its research area because it directly operationalises a common analytic question.,"Current AI can assist substantially with translation universals testing (simplification, explicitation, normalisation), but human supervision is still important.","Within 10 years, AI should handle larger parts of translation universals testing (simplification, explicitation, normalisation), though humans will still guide important decisions.","In principle, translation universals testing (simplification, explicitation, normalisation) appears almost fully automatable if practical constraints are removed.","For translation universals testing (simplification, explicitation, normalisation), specification extraction is strong  the broad workflow is extractable, but some decisions remain implicit in the prose","For translation universals testing (simplification, explicitation, normalisation), parameter explicitness is strong  many needed parameters are reported, but some implementation details are usually missing","For translation universals testing (simplification, explicitation, normalisation), execution is only partly deterministic  it mixes structured computation with analyst-set modelling decisions","For translation universals testing (simplification, explicitation, normalisation), tool-chain maturity is high  core steps are supported, but end-to-end replication still needs custom setup","For translation universals testing (simplification, explicitation, normalisation), interpretive judgement load is moderate  some expert linguistic judgement remains necessary alongside formal metrics","For translation universals testing (simplification, explicitation, normalisation), evaluation availability is strong  success is hard to benchmark objectively against a single published ground truth","For translation universals testing (simplification, explicitation, normalisation), robustness tractability is high  some sensitivity analysis is feasible, though not across every consequential choice","For translation universals testing (simplification, explicitation, normalisation), verification cost is moderate  verification is moderate and needs spot-checking plus methodological review"
TTR and MTLD comparison across text types,Lexical Richness / Variation,"McCarthy, P. M., & Jarvis, S. (2010). MTLD, vocd-D, and HD-D: A validation study of sophisticated approaches to lexical diversity assessment. Behavior Research Methods, 42(2), 381–392.",8,7,8,9,10,8,8,9,9,3,8,9,3,This task is highly feasible for a trained human analyst working with standard corpus methods.,"This task is useful to the research programme, but it is usually one component rather than the whole contribution.",Current AI can automate most of ttr and mtld comparison across text types once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of ttr and mtld comparison across text types except occasional oversight.","In principle, ttr and mtld comparison across text types appears almost fully automatable if practical constraints are removed.","For ttr and mtld comparison across text types, specification extraction is strong  the task description is usually procedural enough to convert into structured steps","For ttr and mtld comparison across text types, parameter explicitness is strong  the necessary thresholds, spans, tags, or comparison sets are typically reported","For ttr and mtld comparison across text types, execution is highly deterministic  it relies on clearly specified counts, thresholds, or rule-based computations","For ttr and mtld comparison across text types, tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For ttr and mtld comparison across text types, interpretive judgement load is low  most decisions can be operationalised with limited qualitative judgement","For ttr and mtld comparison across text types, evaluation availability is strong  outputs can be directly checked against published counts, rankings, or derived statistics","For ttr and mtld comparison across text types, robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For ttr and mtld comparison across text types, verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
Automatic term extraction (C-value / NC-value),Terminology Extraction,"Frantzi, K., Ananiadou, S., & Mima, H. (2000). Automatic recognition of multi-word terms: The C-value/NC-value method. International Journal on Digital Libraries, 3(2), 115–130.",7,7,8,9,10,8,8,8,8,4,8,8,4,"This task is feasible for a trained human, but it requires moderate technical setup and checking.","This task is useful to the research programme, but it is usually one component rather than the whole contribution.",Current AI can automate most of automatic term extraction (c-value / nc-value) once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of automatic term extraction (c-value / nc-value) except occasional oversight.","In principle, automatic term extraction (c-value / nc-value) appears almost fully automatable if practical constraints are removed.","For automatic term extraction (c-value / nc-value), specification extraction is strong  the task description is usually procedural enough to convert into structured steps","For automatic term extraction (c-value / nc-value), parameter explicitness is strong  the necessary thresholds, spans, tags, or comparison sets are typically reported","For automatic term extraction (c-value / nc-value), execution is highly deterministic  it relies on clearly specified counts, thresholds, or rule-based computations","For automatic term extraction (c-value / nc-value), tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For automatic term extraction (c-value / nc-value), interpretive judgement load is low  most decisions can be operationalised with limited qualitative judgement","For automatic term extraction (c-value / nc-value), evaluation availability is strong  outputs can be directly checked against published counts, rankings, or derived statistics","For automatic term extraction (c-value / nc-value), robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For automatic term extraction (c-value / nc-value), verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
MIPVU metaphor identification on corpus data,Corpus-Based Metaphor Studies,"Steen, G. J., Dorst, A. G., Herrmann, J. B., Kaal, A. A., Krennmayr, T., & Pasma, T. (2010). A method for linguistic metaphor identification: From MIP to MIPVU. John Benjamins.",4,8,2,4,6,3,4,2,3,10,3,3,9,"This task is demanding for a human because it requires substantial annotation, modelling, or specialised expertise.",This task is central to its research area because it directly operationalises a common analytic question.,Current AI cannot reliably replace a human for mipvu metaphor identification on corpus data because interpretation and task framing dominate execution.,"Even in 10 years, mipvu metaphor identification on corpus data is likely to remain strongly human-led.","In principle, large parts of mipvu metaphor identification on corpus data are automatable, but some human role likely remains.","For mipvu metaphor identification on corpus data, specification extraction is strong  published prose often leaves key analytic choices implicit or underspecified","For mipvu metaphor identification on corpus data, parameter explicitness is strong  the literature often omits important parameter settings or preprocessing details","For mipvu metaphor identification on corpus data, execution is weakly deterministic  outputs vary with modelling choices or preprocessing decisions","For mipvu metaphor identification on corpus data, tool-chain maturity is high  only partial or uneven tool support exists across the workflow","For mipvu metaphor identification on corpus data, interpretive judgement load is high  interpreting the result depends heavily on contextual linguistic judgement","For mipvu metaphor identification on corpus data, evaluation availability is strong  success is hard to benchmark objectively against a single published ground truth","For mipvu metaphor identification on corpus data, robustness tractability is high  robustness checks are difficult to automate across the key analytic choices","For mipvu metaphor identification on corpus data, verification cost is high  auditing the output requires substantial expert review of data, parameters, and interpretation"
LDA topic modelling for corpus exploration,Computational Corpus Exploration,"Brookes, G., & McEnery, T. (2019). The utility of topic modelling for discourse studies: A critical evaluation. Discourse Studies, 21(1), 3–21.",7,7,9,10,10,7,6,6,10,5,5,8,4,"This task is feasible for a trained human, but it requires moderate technical setup and checking.","This task is useful to the research programme, but it is usually one component rather than the whole contribution.",Current AI can automate most of lda topic modelling for corpus exploration once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of lda topic modelling for corpus exploration except occasional oversight.","In principle, lda topic modelling for corpus exploration appears almost fully automatable if practical constraints are removed.","For lda topic modelling for corpus exploration, specification extraction is strong  the broad workflow is extractable, but some decisions remain implicit in the prose","For lda topic modelling for corpus exploration, parameter explicitness is strong  many needed parameters are reported, but some implementation details are usually missing","For lda topic modelling for corpus exploration, execution is only partly deterministic  it mixes structured computation with analyst-set modelling decisions","For lda topic modelling for corpus exploration, tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For lda topic modelling for corpus exploration, interpretive judgement load is moderate  some expert linguistic judgement remains necessary alongside formal metrics","For lda topic modelling for corpus exploration, evaluation availability is strong  success is hard to benchmark objectively against a single published ground truth","For lda topic modelling for corpus exploration, robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For lda topic modelling for corpus exploration, verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
Effect-size-based keyness meta-analysis (Log Ratio / %DIFF),Keyness Meta-Analysis,"Hardie, A. (2014). Log Ratio: An informal introduction [Blog post]. ESRC Centre for Corpus Approaches to Social Science (CASS).",7,7,8,9,10,8,8,8,8,4,8,8,4,"This task is feasible for a trained human, but it requires moderate technical setup and checking.","This task is useful to the research programme, but it is usually one component rather than the whole contribution.",Current AI can automate most of effect-size-based keyness meta-analysis (log ratio / %diff) once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of effect-size-based keyness meta-analysis (log ratio / %diff) except occasional oversight.","In principle, effect-size-based keyness meta-analysis (log ratio / %diff) appears almost fully automatable if practical constraints are removed.","For effect-size-based keyness meta-analysis (log ratio / %diff), specification extraction is strong  the task description is usually procedural enough to convert into structured steps","For effect-size-based keyness meta-analysis (log ratio / %diff), parameter explicitness is strong  the necessary thresholds, spans, tags, or comparison sets are typically reported","For effect-size-based keyness meta-analysis (log ratio / %diff), execution is highly deterministic  it relies on clearly specified counts, thresholds, or rule-based computations","For effect-size-based keyness meta-analysis (log ratio / %diff), tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For effect-size-based keyness meta-analysis (log ratio / %diff), interpretive judgement load is low  most decisions can be operationalised with limited qualitative judgement","For effect-size-based keyness meta-analysis (log ratio / %diff), evaluation availability is strong  outputs can be directly checked against published counts, rankings, or derived statistics","For effect-size-based keyness meta-analysis (log ratio / %diff), robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For effect-size-based keyness meta-analysis (log ratio / %diff), verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
Register-feature co-occurrence network analysis,Register / Genre Analysis,"Brezina, V., McEnery, T., & Wattam, S. (2015). Collocations in context: A new perspective on collocation networks. International Journal of Corpus Linguistics, 20(2), 139–173.",6,8,6,8,9,6,6,6,7,6,6,7,5,"This task is feasible for a trained human, but it requires moderate technical setup and checking.",This task is central to its research area because it directly operationalises a common analytic question.,"Current AI can assist substantially with register-feature co-occurrence network analysis, but human supervision is still important.","Within 10 years, AI is likely to automate nearly all of register-feature co-occurrence network analysis except occasional oversight.","In principle, register-feature co-occurrence network analysis appears almost fully automatable if practical constraints are removed.","For register-feature co-occurrence network analysis, specification extraction is strong  the broad workflow is extractable, but some decisions remain implicit in the prose","For register-feature co-occurrence network analysis, parameter explicitness is strong  many needed parameters are reported, but some implementation details are usually missing","For register-feature co-occurrence network analysis, execution is only partly deterministic  it mixes structured computation with analyst-set modelling decisions","For register-feature co-occurrence network analysis, tool-chain maturity is high  core steps are supported, but end-to-end replication still needs custom setup","For register-feature co-occurrence network analysis, interpretive judgement load is moderate  some expert linguistic judgement remains necessary alongside formal metrics","For register-feature co-occurrence network analysis, evaluation availability is strong  some outputs can be benchmarked, though interpretation still affects the target result","For register-feature co-occurrence network analysis, robustness tractability is high  some sensitivity analysis is feasible, though not across every consequential choice","For register-feature co-occurrence network analysis, verification cost is moderate  verification is moderate and needs spot-checking plus methodological review"
Collexeme analysis (construction–lexeme attraction),Collostructional Analysis,"Stefanowitsch, A., & Gries, S. Th. (2003). Collostructions: Investigating the interaction of words and constructions. International Journal of Corpus Linguistics, 8(2), 209–243.",6,8,6,8,9,6,6,7,7,5,6,7,5,"This task is feasible for a trained human, but it requires moderate technical setup and checking.",This task is central to its research area because it directly operationalises a common analytic question.,"Current AI can assist substantially with collexeme analysis (construction–lexeme attraction), but human supervision is still important.","Within 10 years, AI is likely to automate nearly all of collexeme analysis (construction–lexeme attraction) except occasional oversight.","In principle, collexeme analysis (construction–lexeme attraction) appears almost fully automatable if practical constraints are removed.","For collexeme analysis (construction–lexeme attraction), specification extraction is strong  the broad workflow is extractable, but some decisions remain implicit in the prose","For collexeme analysis (construction–lexeme attraction), parameter explicitness is strong  many needed parameters are reported, but some implementation details are usually missing","For collexeme analysis (construction–lexeme attraction), execution is only partly deterministic  it mixes structured computation with analyst-set modelling decisions","For collexeme analysis (construction–lexeme attraction), tool-chain maturity is high  core steps are supported, but end-to-end replication still needs custom setup","For collexeme analysis (construction–lexeme attraction), interpretive judgement load is moderate  some expert linguistic judgement remains necessary alongside formal metrics","For collexeme analysis (construction–lexeme attraction), evaluation availability is strong  some outputs can be benchmarked, though interpretation still affects the target result","For collexeme analysis (construction–lexeme attraction), robustness tractability is high  some sensitivity analysis is feasible, though not across every consequential choice","For collexeme analysis (construction–lexeme attraction), verification cost is moderate  verification is moderate and needs spot-checking plus methodological review"
Distinctive collexeme analysis (near-synonymous construction comparison),Collostructional Analysis,"Gries, S. Th., & Stefanowitsch, A. (2004). Extending collostructional analysis: A corpus-based perspective on 'alternations'. International Journal of Corpus Linguistics, 9(1), 97–129.",6,9,6,8,9,6,6,7,7,5,6,7,5,"This task is feasible for a trained human, but it requires moderate technical setup and checking.",This task is central to its research area because it directly operationalises a common analytic question.,"Current AI can assist substantially with distinctive collexeme analysis (near-synonymous construction comparison), but human supervision is still important.","Within 10 years, AI is likely to automate nearly all of distinctive collexeme analysis (near-synonymous construction comparison) except occasional oversight.","In principle, distinctive collexeme analysis (near-synonymous construction comparison) appears almost fully automatable if practical constraints are removed.","For distinctive collexeme analysis (near-synonymous construction comparison), specification extraction is strong  the broad workflow is extractable, but some decisions remain implicit in the prose","For distinctive collexeme analysis (near-synonymous construction comparison), parameter explicitness is strong  many needed parameters are reported, but some implementation details are usually missing","For distinctive collexeme analysis (near-synonymous construction comparison), execution is only partly deterministic  it mixes structured computation with analyst-set modelling decisions","For distinctive collexeme analysis (near-synonymous construction comparison), tool-chain maturity is high  core steps are supported, but end-to-end replication still needs custom setup","For distinctive collexeme analysis (near-synonymous construction comparison), interpretive judgement load is moderate  some expert linguistic judgement remains necessary alongside formal metrics","For distinctive collexeme analysis (near-synonymous construction comparison), evaluation availability is strong  some outputs can be benchmarked, though interpretation still affects the target result","For distinctive collexeme analysis (near-synonymous construction comparison), robustness tractability is high  some sensitivity analysis is feasible, though not across every consequential choice","For distinctive collexeme analysis (near-synonymous construction comparison), verification cost is moderate  verification is moderate and needs spot-checking plus methodological review"
Behavioural profile analysis (polysemy clustering via ID tags),Corpus-Based Cognitive Linguistics,"Gries, S. Th., & Divjak, D. (2009). Behavioral profiles: A corpus-based approach to cognitive semantic analysis. In V. Evans & S. Pourcel (Eds.), New directions in cognitive linguistics (pp. 57–75). John Benjamins.",5,8,3,5,7,4,4,4,5,9,4,5,8,"This task is feasible for a trained human, but it requires moderate technical setup and checking.",This task is central to its research area because it directly operationalises a common analytic question.,Current AI cannot reliably replace a human for behavioural profile analysis (polysemy clustering via id tags) because interpretation and task framing dominate execution.,"Within 10 years, AI should handle larger parts of behavioural profile analysis (polysemy clustering via id tags), though humans will still guide important decisions.","In principle, large parts of behavioural profile analysis (polysemy clustering via id tags) are automatable, but some human role likely remains.","For behavioural profile analysis (polysemy clustering via id tags), specification extraction is strong  published prose often leaves key analytic choices implicit or underspecified","For behavioural profile analysis (polysemy clustering via id tags), parameter explicitness is strong  the literature often omits important parameter settings or preprocessing details","For behavioural profile analysis (polysemy clustering via id tags), execution is weakly deterministic  outputs vary with modelling choices or preprocessing decisions","For behavioural profile analysis (polysemy clustering via id tags), tool-chain maturity is high  only partial or uneven tool support exists across the workflow","For behavioural profile analysis (polysemy clustering via id tags), interpretive judgement load is high  interpreting the result depends heavily on contextual linguistic judgement","For behavioural profile analysis (polysemy clustering via id tags), evaluation availability is strong  success is hard to benchmark objectively against a single published ground truth","For behavioural profile analysis (polysemy clustering via id tags), robustness tractability is high  robustness checks are difficult to automate across the key analytic choices","For behavioural profile analysis (polysemy clustering via id tags), verification cost is high  auditing the output requires substantial expert review of data, parameters, and interpretation"
Idiolectal style marker profiling,Forensic Linguistics,"Grant, T. (2013). TXT 4N6: Method, consistency, and distinctiveness in the analysis of SMS text messages. Journal of Law and Policy, 21(2), 467–494.",6,8,6,8,9,6,6,7,8,6,7,7,5,"This task is feasible for a trained human, but it requires moderate technical setup and checking.",This task is central to its research area because it directly operationalises a common analytic question.,"Current AI can assist substantially with idiolectal style marker profiling, but human supervision is still important.","Within 10 years, AI is likely to automate nearly all of idiolectal style marker profiling except occasional oversight.","In principle, idiolectal style marker profiling appears almost fully automatable if practical constraints are removed.","For idiolectal style marker profiling, specification extraction is strong  the broad workflow is extractable, but some decisions remain implicit in the prose","For idiolectal style marker profiling, parameter explicitness is strong  many needed parameters are reported, but some implementation details are usually missing","For idiolectal style marker profiling, execution is only partly deterministic  it mixes structured computation with analyst-set modelling decisions","For idiolectal style marker profiling, tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For idiolectal style marker profiling, interpretive judgement load is moderate  some expert linguistic judgement remains necessary alongside formal metrics","For idiolectal style marker profiling, evaluation availability is strong  some outputs can be benchmarked, though interpretation still affects the target result","For idiolectal style marker profiling, robustness tractability is high  some sensitivity analysis is feasible, though not across every consequential choice","For idiolectal style marker profiling, verification cost is moderate  verification is moderate and needs spot-checking plus methodological review"
Speech-act frequency profiling in spoken corpora,Corpus Pragmatics,"Aijmer, K., & Rühlemann, C. (Eds.). (2015). Corpus pragmatics: A handbook. Cambridge University Press.",6,8,8,9,10,8,8,8,8,4,8,8,4,"This task is feasible for a trained human, but it requires moderate technical setup and checking.",This task is central to its research area because it directly operationalises a common analytic question.,Current AI can automate most of speech-act frequency profiling in spoken corpora once the corpus and target specification are provided.,"Within 10 years, AI is likely to automate nearly all of speech-act frequency profiling in spoken corpora except occasional oversight.","In principle, speech-act frequency profiling in spoken corpora appears almost fully automatable if practical constraints are removed.","For speech-act frequency profiling in spoken corpora, specification extraction is strong  the task description is usually procedural enough to convert into structured steps","For speech-act frequency profiling in spoken corpora, parameter explicitness is strong  the necessary thresholds, spans, tags, or comparison sets are typically reported","For speech-act frequency profiling in spoken corpora, execution is highly deterministic  it relies on clearly specified counts, thresholds, or rule-based computations","For speech-act frequency profiling in spoken corpora, tool-chain maturity is high  mature corpus, NLP, or statistical tools can already execute most steps","For speech-act frequency profiling in spoken corpora, interpretive judgement load is low  most decisions can be operationalised with limited qualitative judgement","For speech-act frequency profiling in spoken corpora, evaluation availability is strong  outputs can be directly checked against published counts, rankings, or derived statistics","For speech-act frequency profiling in spoken corpora, robustness tractability is high  the analysis can be rerun systematically over alternative windows, cut-offs, or corpora","For speech-act frequency profiling in spoken corpora, verification cost is low  a human can audit the main outputs quickly against the corpus and method description"
